Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,eGermany,2020-03-27T00:00:00,8161,70,0
Bayern,eGermany,2020-03-27T00:00:00,9481,55,0
Berlin,eGermany,2020-03-27T00:00:00,1955,8,0
Brandenburg,eGermany,2020-03-27T00:00:00,537,1,0
Bremen,eGermany,2020-03-27T00:00:00,241,1,0
Hamburg,eGermany,2020-03-27T00:00:00,1693,2,0
Hessen,eGermany,2020-03-27T00:00:00,2323,7,0
Mecklenburg-Vorpommern,eGermany,2020-03-27T00:00:00,259,0,0
Niedersachsen,eGermany,2020-03-27T00:00:00,2810,10,0
Nordrhein-Westfalen,eGermany,2020-03-27T00:00:00,9235,72,0
Rheinland-Pfalz,eGermany,2020-03-27T00:00:00,1971,8,0
Saarland,eGermany,2020-03-27T00:00:00,505,2,0
Sachsen,eGermany,2020-03-27T00:00:00,1305,7,0
Sachsen-Anhalt,eGermany,2020-03-27T00:00:00,458,2,0
SchleswigHolstein,eGermany,2020-03-27T00:00:00,812,4,0
Thüringen,eGermany,2020-03-27T00:00:00,542,4,0
Gesamt,eGermany,2020-03-27T00:00:00,42288,253,0
