Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,Germany,2020-03-13T15:00:00,454,1,0
Bayern,Germany,2020-03-13T15:00:00,558,1,0
Berlin,Germany,2020-03-13T15:00:00,174,0,0
Brandenburg,Germany,2020-03-13T15:00:00,44,0,0
Bremen,Germany,2020-03-13T15:00:00,42,0,0
Hamburg,Germany,2020-03-13T15:00:00,99,0,0
Hessen,Germany,2020-03-13T15:00:00,148,0,0
Mecklenburg-Vorpommern,Germany,2020-03-13T15:00:00,33,0,0
Niedersachsen,Germany,2020-03-13T15:00:00,230,0,0
Nordrhein-Westfalen,Germany,2020-03-13T15:00:00,936,3,0
Rheinland-Pfalz,Germany,2020-03-13T15:00:00,102,0,0
Saarland,Germany,2020-03-13T15:00:00,40,0,0
Sachsen,Germany,2020-03-13T15:00:00,83,0,0
Sachsen-Anhalt,Germany,2020-03-13T15:00:00,42,0,0
SchleswigHolstein,Germany,2020-03-13T15:00:00,48,0,0
Thüringen,Germany,2020-03-13T15:00:00,29,0,0
Gesamt,Germany,2020-03-13T15:00:00,3062,5,0

Baden-Württemberg,eGermany,2020-03-13T18:45:00,401,1,0
Bayern,eGermany,2020-03-13T18:45:00,412,1,0
Berlin,eGermany,2020-03-13T18:45:00,174,0,0
Brandenburg,eGermany,2020-03-13T18:45:00,44,0,0
Bremen,eGermany,2020-03-13T18:45:00,42,0,0
Hamburg,eGermany,2020-03-13T18:45:00,99,0,0
Hessen,eGermany,2020-03-13T18:45:00,94,0,0
Mecklenburg-Vorpommern,eGermany,2020-03-13T18:45:00,21,0,0
Niedersachsen,eGermany,2020-03-13T18:45:00,134,0,0
Nordrhein-Westfalen,eGermany,2020-03-13T18:45:00,887,3,0
Rheinland-Pfalz,eGermany,2020-03-13T18:45:00,102,0,0
Saarland,eGermany,2020-03-13T18:45:00,30,0,0
Sachsen,eGermany,2020-03-13T18:45:00,46,0,0
Sachsen-Anhalt,eGermany,2020-03-13T18:45:00,29,0,0
SchleswigHolstein,eGermany,2020-03-13T18:45:00,45,0,0
Thüringen,eGermany,2020-03-13T18:45:00,16,0,0
Gesamt,eGermany,2020-03-13T18:45:00,2576,4,0
