Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,eGermany,2020-03-22T00:00:00,3807,21,0
Bayern,eGermany,2020-03-22T00:00:00,3650,21,0
Berlin,eGermany,2020-03-22T00:00:00,1024,1,0
Brandenburg,eGermany,2020-03-22T00:00:00,274,0,0
Bremen,eGermany,2020-03-22T00:00:00,165,0,0
Hamburg,eGermany,2020-03-22T00:00:00,872,0,0
Hessen,eGermany,2020-03-22T00:00:00,1175,2,0
Mecklenburg-Vorpommern,eGermany,2020-03-22T00:00:00,172,0,0
Niedersachsen,eGermany,2020-03-22T00:00:00,1306,1,0
Nordrhein-Westfalen,eGermany,2020-03-22T00:00:00,3545,6,0
Rheinland-Pfalz,eGermany,2020-03-22T00:00:00,1053,2,0
Saarland,eGermany,2020-03-22T00:00:00,187,0,0
Sachsen,eGermany,2020-03-22T00:00:00,606,0,0
Sachsen-Anhalt,eGermany,2020-03-22T00:00:00,211,0,0
SchleswigHolstein,eGermany,2020-03-22T00:00:00,347,1,0
Thüringen,eGermany,2020-03-22T00:00:00,216,0,0
Gesamt,eGermany,2020-03-22T00:00:00,18610,55,0
