Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,eGermany,2020-03-31T00:00:00,12334,165,0
Bayern,eGermany,2020-03-31T00:00:00,14810,162,0
Berlin,eGermany,2020-03-31T00:00:00,2575,13,0
Brandenburg,eGermany,2020-03-31T00:00:00,798,2,0
Bremen,eGermany,2020-03-31T00:00:00,294,4,0
Hamburg,eGermany,2020-03-31T00:00:00,2191,9,0
Hessen,eGermany,2020-03-31T00:00:00,3283,17,0
Mecklenburg-Vorpommern,eGermany,2020-03-31T00:00:00,366,1,0
Niedersachsen,eGermany,2020-03-31T00:00:00,4063,34,0
Nordrhein-Westfalen,eGermany,2020-03-31T00:00:00,13225,117,0
Rheinland-Pfalz,eGermany,2020-03-31T00:00:00,2726,19,0
Saarland,eGermany,2020-03-31T00:00:00,782,7,0
Sachsen,eGermany,2020-03-31T00:00:00,1882,12,0
Sachsen-Anhalt,eGermany,2020-03-31T00:00:00,680,6,0
SchleswigHolstein,eGermany,2020-03-31T00:00:00,1120,9,0
Thüringen,eGermany,2020-03-31T00:00:00,784,6,0
Gesamt,eGermany,2020-03-31T00:00:00,61913,583,0
