Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,eGermany,2020-03-21T00:00:00,3668,16,0
Bayern,eGermany,2020-03-21T00:00:00,2960,19,0
Berlin,eGermany,2020-03-21T00:00:00,866,1,0
Brandenburg,eGermany,2020-03-21T00:00:00,254,0,0
Bremen,eGermany,2020-03-21T00:00:00,142,0,0
Hamburg,eGermany,2020-03-21T00:00:00,587,0,0
Hessen,eGermany,2020-03-21T00:00:00,1080,2,0
Mecklenburg-Vorpommern,eGermany,2020-03-21T00:00:00,165,0,0
Niedersachsen,eGermany,2020-03-21T00:00:00,1023,0,0
Nordrhein-Westfalen,eGermany,2020-03-21T00:00:00,3542,6,0
Rheinland-Pfalz,eGermany,2020-03-21T00:00:00,938,1,0
Saarland,eGermany,2020-03-21T00:00:00,187,0,0
Sachsen,eGermany,2020-03-21T00:00:00,567,1,0
Sachsen-Anhalt,eGermany,2020-03-21T00:00:00,188,0,0
SchleswigHolstein,eGermany,2020-03-21T00:00:00,308,1,0
Thüringen,eGermany,2020-03-21T00:00:00,187,0,0
Gesamt,eGermany,2020-03-21T00:00:00,16662,46,0
