Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,eGermany,2020-03-16T15:00:00,1062,3,0
Bayern,eGermany,2020-03-16T15:00:00,965,5,0
Berlin,eGermany,2020-03-16T15:00:00,300,0,0
Brandenburg,eGermany,2020-03-16T15:00:00,65,0,0
Bremen,eGermany,2020-03-16T15:00:00,56,0,0
Hamburg,eGermany,2020-03-16T15:00:00,255,0,0
Hessen,eGermany,2020-03-16T15:00:00,241,0,0
Mecklenburg-Vorpommern,eGermany,2020-03-16T15:00:00,36,0,0
Niedersachsen,eGermany,2020-03-16T15:00:00,278,0,0
Nordrhein-Westfalen,eGermany,2020-03-16T15:00:00,1541,5,0
Rheinland-Pfalz,eGermany,2020-03-16T15:00:00,325,0,0
Saarland,eGermany,2020-03-16T15:00:00,32,0,0
Sachsen,eGermany,2020-03-16T15:00:00,103,0,0
Sachsen-Anhalt,eGermany,2020-03-16T15:00:00,40,0,0
SchleswigHolstein,eGermany,2020-03-16T15:00:00,104,0,0
Thüringen,eGermany,2020-03-16T15:00:00,36,0,0
Gesamt,eGermany,2020-03-16T15:00:00,5433,13,0
