Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,eGermany,2020-03-15T15:00:00,524,3,0
Bayern,eGermany,2020-03-15T15:00:00,804,4,0
Berlin,eGermany,2020-03-15T15:00:00,265,0,0
Brandenburg,eGermany,2020-03-15T15:00:00,56,0,0
Bremen,eGermany,2020-03-15T15:00:00,53,0,0
Hamburg,eGermany,2020-03-15T15:00:00,162,0,0
Hessen,eGermany,2020-03-15T15:00:00,207,0,0
Mecklenburg-Vorpommern,eGermany,2020-03-15T15:00:00,33,0,0
Niedersachsen,eGermany,2020-03-15T15:00:00,238,0,0
Nordrhein-Westfalen,eGermany,2020-03-15T15:00:00,1407,5,0
Rheinland-Pfalz,eGermany,2020-03-15T15:00:00,168,0,0
Saarland,eGermany,2020-03-15T15:00:00,32,0,0
Sachsen,eGermany,2020-03-15T15:00:00,91,0,0
Sachsen-Anhalt,eGermany,2020-03-15T15:00:00,40,0,0
SchleswigHolstein,eGermany,2020-03-15T15:00:00,79,0,0
Thüringen,eGermany,2020-03-15T15:00:00,36,0,0
Gesamt,eGermany,2020-03-15T15:00:00,4195,12,0
