Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,eGermany,2020-03-18T00:00:00,1609,2,0
Bayern,eGermany,2020-03-18T00:00:00,1243,4,0
Berlin,eGermany,2020-03-18T00:00:00,391,0,0
Brandenburg,eGermany,2020-03-18T00:00:00,92,0,0
Bremen,eGermany,2020-03-18T00:00:00,69,0,0
Hamburg,eGermany,2020-03-18T00:00:00,358,0,0
Hessen,eGermany,2020-03-18T00:00:00,432,0,0
Mecklenburg-Vorpommern,eGermany,2020-03-18T00:00:00,56,0,0
Niedersachsen,eGermany,2020-03-18T00:00:00,478,0,0
Nordrhein-Westfalen,eGermany,2020-03-18T00:00:00,2372,6,0
Rheinland-Pfalz,eGermany,2020-03-18T00:00:00,474,0,0
Saarland,eGermany,2020-03-18T00:00:00,88,0,0
Sachsen,eGermany,2020-03-18T00:00:00,198,0,0
Sachsen-Anhalt,eGermany,2020-03-18T00:00:00,105,0,0
SchleswigHolstein,eGermany,2020-03-18T00:00:00,159,0,0
Thüringen,eGermany,2020-03-18T00:00:00,74,0,0
Gesamt,eGermany,2020-03-18T00:00:00,8198,12,0
